,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,prereserve_doi,publication_date,publication_type,title,upload_type,files,notes,references,xml_id,format
39,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Graz, Österreich', 'name': 'Bürgermeister, Martina'}, {'affiliation': 'Stadtarchiv Graz', 'name': 'Holzer, Matthias'}, {'affiliation': 'GrazMuseum', 'name': 'Nussmüller, Antonia'}, {'affiliation': 'Universität Graz, Österreich', 'name': 'Scheuermann, Leif'}, {'affiliation': 'Universität Graz, Österreich', 'name': 'Sonnberger, Jakob'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621784,"['DHd2020', 'Raum', 'Rekonstruktion', 'Modellierung', 'Geoanalyse']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621784', 'recid': 4621784}",2020-02-20,conferencepaper,Becoming Urban: Ein Spiel mit Räumen,publication,"['158_final-B_RGERMEISTER_Martina_Becoming_Urban__Ein_Spiel_mit_R_umen.pdf', '158_final-B_RGERMEISTER_Martina_Becoming_Urban__Ein_Spiel_mit_R_umen.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],158_final-B_RGERMEISTER_Martina_Becoming_Urban__Ein_Spiel_mit_R_umen,Posterpräsentation
40,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Wick, Christoph'}, {'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Hartelt, Alexander'}, {'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Puppe, Frank'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621786,"['DHd2020', 'Mittelalterliche Manuskripte', 'Optische Musikerkennung', 'Webapplikation']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621786', 'recid': 4621786}",2020-02-20,conferencepaper,OMMR4all - ein semiautomatischer Online-Editor für mittelalterliche Musiknotationen,publication,"['160_final-WICK_Christoph_OMMR4all___ein_semiautomatischer_Online_Edito.pdf', '160_final-WICK_Christoph_OMMR4all___ein_semiautomatischer_Online_Edito.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],160_final-WICK_Christoph_OMMR4all___ein_semiautomatischer_Online_Edito,Vortrag
41,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Keck, Jana'}, {'affiliation': 'Centre for Contemporary and Digital History (C2DH) Luxembourg University', 'name': 'Bunout, Estelle'}, {'affiliation': 'Centre for Contemporary and Digital History (C2DH) Luxembourg University', 'name': 'Düring, Marten'}, {'affiliation': 'Leopoldina – Nationale Akademie der Wissenschaften', 'name': 'Roeder, Torsten'}, {'affiliation': 'Universität Innsbruck, Österreich', 'name': 'Oberbichler, Sarah'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Wehrheim, Lino'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Liebl, Bernhard'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621788,"['DHd2020', 'Digitalisierte Zeitungen', 'Methodenkritik', 'Textanalyse']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621788', 'recid': 4621788}",2020-02-20,conferencepaper,What's in the news? (Erfolgs-)Rezepte für das wissenschaftliche Arbeiten mit digitalisierten Zeitungen,publication,"['161_final-KECK_Jana_What_s_in_the_news___Erfolgs__Rezepte_f_r_das_wiss.pdf', '161_final-KECK_Jana_What_s_in_the_news___Erfolgs__Rezepte_f_r_das_wiss.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],161_final-KECK_Jana_What_s_in_the_news___Erfolgs__Rezepte_f_r_das_wiss,Panel
42,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Otto-Friedrich-Universität Bamberg, Deutschland', 'name': 'Jegan, Robin'}, {'affiliation': 'Otto-Friedrich-Universität Bamberg, Deutschland', 'name': 'Gradl, Tobias'}, {'affiliation': 'Otto-Friedrich-Universität Bamberg, Deutschland', 'name': 'Henrich, Andreas'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621790,"['DHd2020', 'Forschungsdatenmanagement', 'FAIR-Prinzipien', 'hierarchische Metadaten']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621790', 'recid': 4621790}",2020-02-20,conferencepaper,Anforderungen an das Forschungsdatenmanagement an einer mittelgroßen Universität und Konzeption einer prototypischen Lösung,publication,"['162_final-JEGAN_Robin_Anforderungen_an_das_Forschungsdatenmanagement_a.pdf', '162_final-JEGAN_Robin_Anforderungen_an_das_Forschungsdatenmanagement_a.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],162_final-JEGAN_Robin_Anforderungen_an_das_Forschungsdatenmanagement_a,Posterpräsentation
43,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Horstmann, Jan'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Meister, Jan Christoph'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Petris, Marco'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Schumacher, Mareike'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Flüh, Marie'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621792,"['DHd2020', 'kollaboratives Arbeiten', 'Interpretation', 'Hermeneutik']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621792', 'recid': 4621792}",2020-02-20,conferencepaper,"Annotieren, Analysieren, Visualisieren – Einführung in CATMA 6",publication,"['163_final-HORSTMANN_Jan_Annotieren__Analysieren__Visualisieren___Einf_.pdf', '163_final-HORSTMANN_Jan_Annotieren__Analysieren__Visualisieren___Einf_.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],163_final-HORSTMANN_Jan_Annotieren__Analysieren__Visualisieren___Einf_,Workshop
44,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Bergische Universität Wuppertal, Deutschland', 'name': 'Sahle, Patrick'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621794,"['DHd2020', 'Textualität', 'Medialität', 'Forschungsprogramm']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621794', 'recid': 4621794}",2020-02-20,conferencepaper,Wie wir lesen könnten. StreamreaderPS 0.1,publication,"['164_final-SAHLE_Patrick_Wie_wir_lesen_k_nnten__Streamreader_sub_PS__su.pdf', '164_final-SAHLE_Patrick_Wie_wir_lesen_k_nnten__Streamreader_sub_PS__su.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],164_final-SAHLE_Patrick_Wie_wir_lesen_k_nnten__Streamreader_sub_PS__su,Vortrag
45,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Lehrstuhl Medieninformatik, Universität Regensburg, Deutschland', 'name': 'Ortloff, Anna-Marie'}, {'affiliation': 'Lehrstuhl Medieninformatik, Universität Regensburg, Deutschland', 'name': 'Windl, Maximiliane'}, {'affiliation': 'Lehrstuhl Medieninformatik, Universität Regensburg, Deutschland', 'name': 'Güntner, Lydia'}, {'affiliation': 'Lehrstuhl Medieninformatik, Universität Regensburg, Deutschland', 'name': 'Schmidt, Thomas'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621796,"['DHd2020', 'Digitale Musikwissenschaft', 'Statistische Musikwissenschaft', 'Web-Tool', 'User Centered Design', 'Distant Hearing', 'Visualisierung']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621796', 'recid': 4621796}",2020-02-20,conferencepaper,BeyondTheNotes: Ein Tool zur quantitativen Analyse in den digitalen Musikwissenschaften,publication,"['165_final-SCHMIDT_Thomas_BeyondTheNotes__Ein_Tool_zur_quantitativen_An.pdf', '165_final-SCHMIDT_Thomas_BeyondTheNotes__Ein_Tool_zur_quantitativen_An.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],165_final-SCHMIDT_Thomas_BeyondTheNotes__Ein_Tool_zur_quantitativen_An,Posterpräsentation
46,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Hochschule Mainz, Deutschland', 'name': 'Homburg, Timo'}, {'affiliation': 'Mainzer Zentrum für Digitalität in den Geistes- und Kulturwissenschaften, Deutschland', 'name': 'Thiery, Florian'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621798,"['DHd2020', 'Ogham', 'Linked Open Data', 'räumliche Analyse', 'Ontologie', 'Semantische Modellierung']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621798', 'recid': 4621798}",2020-02-20,conferencepaper,Linked Ogham Stones – Semantische Modellierung und prototypische Analyse irischer Ogham-Inschriften,publication,"['166_final-HOMBURG_Timo_____Linked_Ogham_Stones___Semantische_Modellier.pdf', '166_final-HOMBURG_Timo_____Linked_Ogham_Stones___Semantische_Modellier.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],166_final-HOMBURG_Timo_____Linked_Ogham_Stones___Semantische_Modellier,Posterpräsentation
47,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Adelmann, Benedikt'}, {'affiliation': 'Technische Universität Darmstadt, Deutschland', 'name': 'Gius, Evelyn'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621800,"['DHd2020', 'Korpuserstellung', 'Dubletten', 'Bereinigung']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621800', 'recid': 4621800}",2020-02-20,conferencepaper,Korpusbereinigung für größere Textmengen. Eine (kurze) Problematisierung und ein Lösungsansatz für Duplikate,publication,"['167_final-GIUS_Evelyn_Korpusbereinigung_f_r_gr__ere_Textmengen.pdf', '167_final-GIUS_Evelyn_Korpusbereinigung_f_r_gr__ere_Textmengen.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],167_final-GIUS_Evelyn_Korpusbereinigung_f_r_gr__ere_Textmengen,Posterpräsentation
48,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Technische Universität Darmstadt, Deutschland', 'name': 'Gius, Evelyn'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621802,"['DHd2020', 'Komplexität', 'Phänomene', 'Erkenntnisinteresse']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621802', 'recid': 4621802}",2020-02-20,conferencepaper,Computationelle Textanalyse als fünfdimensionales Problem,publication,"['168_final-GIUS_Evelyn_Computationelle_Textanalyse_als_f_nfdimensionale.pdf', '168_final-GIUS_Evelyn_Computationelle_Textanalyse_als_f_nfdimensionale.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],168_final-GIUS_Evelyn_Computationelle_Textanalyse_als_f_nfdimensionale,Vortrag
49,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'HSE University, Russland', 'name': 'Heßbrüggen-Walter, Stefan'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621804,"['DHd2020', 'Positivismus', 'geistiger Gegenstand', 'Rudolf Carnap']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621804', 'recid': 4621804}",2020-02-20,conferencepaper,Positivismus der geistigen Gegenstände: Carnap und die Digital Humanities,publication,"['169_final-HESSBR_GGEN_WALTER_Stefan_Positivismus_der_geistigen_Gegenst.pdf', '169_final-HESSBR_GGEN_WALTER_Stefan_Positivismus_der_geistigen_Gegenst.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],169_final-HESSBR_GGEN_WALTER_Stefan_Positivismus_der_geistigen_Gegenst,Vortrag
50,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Capelle, Irmlind'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Richts, Kristina'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Schilke, Elena'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621808,"['DHd2020', 'Erschließung', 'FRBR', 'Standards']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621808', 'recid': 4621808}",2020-02-20,conferencepaper,"Theatre-Tool: Erschließung, Verknüpfung und Web-Präsentation von Theater- und Musikbeständen mit unterschiedlichen Quellentypen",publication,"['170_final-CAPELLE_Irmlind_Theatre_Tool__Erschlie_ung__Verkn_pfung_und_.pdf', '170_final-CAPELLE_Irmlind_Theatre_Tool__Erschlie_ung__Verkn_pfung_und_.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],170_final-CAPELLE_Irmlind_Theatre_Tool__Erschlie_ung__Verkn_pfung_und_,Vortrag
51,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Veit, Joachim'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621810,"['DHd2020', 'Interpretationsspielraum', 'Codierung', 'digitale Musikedition']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621810', 'recid': 4621810}",2020-02-20,conferencepaper,Würgegriff oder Rettungsanker? – Interpretationsspielräume handschriftlicher (Musik-)Quellen im digitalen Kontext,publication,"['171_final-VEIT_Joachim_W_rgegriff_oder_Rettungsanker____Interpretation.pdf', '171_final-VEIT_Joachim_W_rgegriff_oder_Rettungsanker____Interpretation.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],171_final-VEIT_Joachim_W_rgegriff_oder_Rettungsanker____Interpretation,Vortrag
52,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Heidelberg, Deutschland', 'name': 'Willand, Marcus'}, {'affiliation': 'Universität Heidelberg, Deutschland; Universität Stuttgart', 'name': 'Krautter, Benjamin'}, {'affiliation': 'Universität Stuttgart', 'name': 'Pagel, Janis'}, {'affiliation': 'Universität Stuttgart; Universität zu Köln', 'name': 'Reiter, Nils'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621812,"['DHd2020', 'Digitale Dramenanalyse', 'Operationalisierung', 'Korpusanalyse', 'CLS']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621812', 'recid': 4621812}",2020-02-20,conferencepaper,Passive Präsenz tragischer Hauptfiguren im Drama,publication,"['173_final-WILLAND_Marcus_Passive_Pr_senz_tragischer_Hauptfiguren_im_Dr.pdf', '173_final-WILLAND_Marcus_Passive_Pr_senz_tragischer_Hauptfiguren_im_Dr.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],173_final-WILLAND_Marcus_Passive_Pr_senz_tragischer_Hauptfiguren_im_Dr,Vortrag
